subject_idx,window_idx,t_start_s,t_end_s,covas_mean,covas_max,covas_min,covas_diff,covas_p90,ecg_mean,ecg_std,ecg_min,ecg_max,ecg_skew,ecg_kurt,ecg_hr_bpm,ecg_rr_mean_ms,ecg_rr_std_ms,ecg_rmssd,ecg_rr_range_ms,ecg_pnn50,eda_e4_mean,eda_e4_std,eda_e4_min,eda_e4_max,eda_e4_skew,eda_e4_kurt,eda_e4_scl_mean,eda_e4_scl_std,eda_e4_scl_slope,eda_e4_scr_n_peaks,eda_e4_scr_peak_rate,eda_e4_scr_mean_amp,eda_e4_scr_max_amp,eda_e4_scr_std,eda_e4_scr_auc,eda_e4_scr_energy,eda_rb_mean,eda_rb_std,eda_rb_min,eda_rb_max,eda_rb_skew,eda_rb_kurt,eda_rb_scl_mean,eda_rb_scl_std,eda_rb_scl_slope,eda_rb_scr_n_peaks,eda_rb_scr_peak_rate,eda_rb_scr_mean_amp,eda_rb_scr_max_amp,eda_rb_scr_std,eda_rb_scr_auc,eda_rb_scr_energy,bvp_mean,bvp_std,bvp_min,bvp_max,bvp_skew,bvp_kurt,bvp_slope,bvp_ac_dc_ratio,bvp_hr_bpm,bvp_ibi_mean_ms,bvp_ibi_std_ms,bvp_ibi_cv,bvp_pulse_amp_mean,bvp_pulse_amp_std,bvp_vasomotor_power,emg_mean,emg_std,emg_min,emg_max,emg_skew,emg_kurt,emg_rms,emg_mav,emg_iemg,emg_wl,emg_zcr,emg_median_freq,emg_mean_freq,emg_total_power,emg_low_band_power,emg_high_band_power,emg_hl_ratio,resp_mean,resp_std,resp_min,resp_max,resp_skew,resp_kurt,resp_slope,resp_rate_bpm,resp_interval_mean_s,resp_interval_range_s,resp_irregularity_idx,resp_amp_mean,resp_amp_std,resp_dominant_freq,tmp_mean,tmp_std,tmp_min,tmp_max,tmp_slope,tmp_range,tmp_diff_end_start,cross_eda_e4_rb_corr,cross_hr_bvp_ecg_diff
18,0,0.0,9.996,0.0,0.0,0.0,0.0,0.0,0.004012856097218074,0.07960629769017685,-0.1275449871009181,0.643854716114221,4.130348573141766,21.833547594983717,71.39766334919948,840.3636363636364,203.97219061787453,200.86612457057063,644.0,40.0,0.6331875817447276,0.004456315547143853,0.6256008807575378,0.6437315194085771,0.09571577047359002,-0.8268687164353064,0.6385599198268607,0.0005344131514491355,-6.636945132741133e-07,0,0.0,0.0,0.0,0.000549642193535741,0.0012065561412849966,3.167250532563711e-06,7.683992817181587,0.1732756995215574,7.439896114104152,7.971546930728993,0.23058516585559524,-1.3597978367925376,7.7964812090965845,0.00691286340544211,-8.620323847979343e-06,2,0.2,0.1526046054875012,0.16105531600919143,0.05348870560826316,0.3191091284112335,0.038789573769197866,-0.26178367307854533,26.113481919534703,-66.45227883368119,39.03880295607473,-0.5770221668911533,-0.703802204831188,-0.001804642407790758,4.7814788322162896,66.25441696113074,905.6,115.33448939690349,0.12735698917502594,30.938474818406732,5.604248012704444,0.0,-1.1798711506882487e-06,0.003110323154724987,-0.0136279676295941,0.0121572702943681,-0.31139907868405625,0.8139644329737443,0.0031097012517062794,0.0023940439490407373,0.023940439490407372,8.280647362981377,0.4692,60.05859375,60.17572060620577,9.839996838144454e-06,7.487113922935736e-06,2.164687054227077e-06,0.28912169315279923,-0.16497095740831663,1.86559621879886,-4.085456069348351,4.796107450561213,0.8252578121694637,0.31959447618152703,0.00017283772974117844,11.801730920535013,5.084,0.0,0.0,5448508.119399362,6602606.877199995,0.48828125,35.830071999999994,0.014828174456385094,35.809999999999995,35.85000000000001,-1.1603025216448633e-05,0.04000000000001336,0.0,0.7277763648296465,5.143246388068732
18,1,10.0,19.996,0.1768,3.0,0.0,3.0,0.0,0.0005516483823024649,0.07829420979600837,-0.1349972192665632,0.5878519149106491,3.8462178669632348,19.225769938399868,74.47248655357882,805.6666666666666,172.10109784306397,209.75136796606682,556.0,45.45454545454545,0.6292899152843396,0.003184005083139658,0.6217841910209073,0.6343319666630892,-0.5216002977183625,-0.6858068155088244,0.627856741735397,0.00026207494372644313,3.2029837563259444e-07,5,0.5,0.005091718210489216,0.0065899829872864135,0.002067933770802375,0.022933931442653124,9.534291654555897e-05,7.38599586569111,0.09077124150520188,7.279451596402269,7.564956511366362,0.6670703047617547,-0.990189817215986,7.43713821087534,0.001449737153398343,-1.9017041499070817e-06,1,0.1,0.12567694273405827,0.12567694273405827,0.03913271295175656,0.21066061145534215,0.019745721600837304,0.3669200161083636,30.6363976160681,-68.5218490210712,41.16519968028548,-0.5825970449273108,-0.8381272719588653,-0.0014909096626161682,4.1741760087715445,68.55006231823847,875.2727272727273,101.53727483943116,0.1160064419644519,34.353205117117504,6.404533166977357,0.0,3.6065003154355525e-06,0.0032650692014897123,-0.012335763979276,0.0104749533840045,-0.3310669610924098,0.5241649484375976,0.00326441811455043,0.002552417755959759,0.025524177559597593,8.59523740830395,0.4552,57.12890625,57.54352251415224,1.0831937769585345e-05,8.612225627201257e-06,2.0168265145316976e-06,0.23418180175884595,-0.020781476898888776,1.488903743163388,-2.5149239364599087,4.043837771982855,0.6233308405503751,0.3270115995263341,-0.0002916868995202338,11.857707509881424,5.06,0.0,0.0,4101438.372472423,5053125.221167746,0.48828125,35.81228,0.01998488437653384,35.77,35.85000000000001,-2.1350485336040105e-05,0.0800000000000054,-0.0800000000000054,0.4796798263395932,5.922424235340344
18,2,20.0,29.996,0.0,0.0,0.0,0.0,0.0,9.962294157929046e-05,0.074751491192832,-0.1351892899448885,0.6025858491999762,4.124973160943874,23.095122715479665,72.78608976951071,824.3333333333334,194.86094498074232,175.3707760458084,660.0,45.45454545454545,0.6148905777888493,0.004536337210247909,0.6058866842122761,0.624629871393255,-0.23573604255102673,-0.8674545665638371,0.6202559520865609,0.0004945654313155156,-6.153620459046787e-07,1,0.1,0.0007996976663413591,0.0007996976663413591,0.00031268409673111506,0.0006473148642493691,1.0200211750947345e-06,7.244280831241401,0.0451349850615896,7.158094058247276,7.319491069336165,-0.29560932627878544,-0.8827999886507891,7.263458543398997,0.0009255540505692032,-1.1491758946469665e-06,1,0.1,0.05647633673056518,0.05647633673056518,0.017025071712255844,0.08953758512210526,0.003699549284574168,0.5893161484164877,33.415267455500754,-76.36619236275475,46.71854753996954,-0.5191796117985014,-0.9313363238689991,0.000774018169959855,4.254567958229283,67.42950551695954,889.8181818181819,84.21617205954945,0.09464424730844338,37.81894961404328,5.6638785479627405,0.0,-2.25488956174425e-06,0.0034392917204980116,-0.0142450906999846,0.0135827271705408,-0.321354930255128,0.7123350992080444,0.0034386045326843906,0.002656304966029412,0.02656304966029412,9.004836511647735,0.476,56.15234375,58.24031676701267,1.1367149701577728e-05,8.983739303733059e-06,2.173313830278662e-06,0.24191639547861477,-0.0212194225357247,2.5247565490833215,-3.608547902016376,5.654504055501514,0.6077200938271027,-0.6562481978491412,-0.00023213946399625623,10.518934081346424,5.704,0.0,0.0,5828999.339585683,8179084.363247773,0.48828125,35.783964000000005,0.012398014346760357,35.77,35.81,-1.554507768688072e-06,0.03999999999999915,0.0,0.6096930250421634,5.356584252551173
18,3,30.0,39.996,0.0,0.0,0.0,0.0,0.0,-0.000376640611560947,0.0728214040974095,-0.12354273080164,0.5513043244819604,4.129943970248758,22.27890838025472,67.47638326585695,889.2,23.327618347739183,30.95516470998373,72.0,11.11111111111111,0.5998544367630809,0.004651865396164458,0.591906438068126,0.6084363074721139,0.323536704510808,-0.9384379068092739,0.6037518704399414,0.0002943407247302646,-3.6899621629843657e-07,2,0.2,0.0031256036949683375,0.004064321238997692,0.001200095018623058,0.006077462094505527,1.8095611466611552e-05,7.0873347227178005,0.037501932607856156,7.017672463681986,7.157992777653671,-0.13836405108324595,-1.1646726502693543,7.124764260918269,0.003178063032242007,-3.968826016538366e-06,0,0.0,0.0,0.0,0.004671175803021505,0.014470236957293842,0.00023919476649374247,0.20600784207325887,31.2642476165943,-75.7844967625164,44.3207999641399,-0.536425248432448,-0.887436706186544,0.0026189234364963395,4.468293885509582,67.65899864682002,886.8,33.46905701954834,0.037741381393266056,35.80328804763038,5.380348468219017,0.0,-1.307349310844464e-07,0.003428565799239304,-0.0181911032516131,0.0120867429451482,-0.4063380177879892,0.8375476172861727,0.0034278800199874534,0.002660777140640696,0.026607771406406962,8.868570576052626,0.468,54.19921875,55.94672509095585,1.1418854651141829e-05,9.309103928863228e-06,1.909614937587264e-06,0.2051341302213235,0.013156520606793015,2.853629761455627,-3.797473336577895,5.974675039964298,0.6441909063845814,-0.6811004465643671,-0.000147341058065849,12.886597938144329,4.656000000000001,0.0,0.0,149118.74375723948,175888.30962715484,0.48828125,35.755236000000004,0.014963399311103912,35.72999999999999,35.77000000000001,-1.2983657757333332e-05,0.040000000000020464,-0.020000000000003126,0.8886276544881062,0.18261538096307106
18,4,40.0,49.996,4.0582,17.0,0.0,17.0,12.0,-0.00043494076322419904,0.0703315585570045,-0.1266820542520453,0.6010640939855898,4.102046247231536,22.841885315842433,92.87925696594428,646.0,242.05657317120026,340.643734488327,596.0,69.23076923076923,0.581970209754487,0.005735240803241315,0.5722758174208346,0.5938253283248237,0.16261542750324717,-1.021368730321858,0.5885595047691173,0.0005571807206023182,-6.938493723199519e-07,2,0.2,0.0009452931993498281,0.0009600097983804012,0.0006377192064427294,0.0020536866630537134,4.490117664723223e-06,7.025502876695504,0.030245866445937276,6.974820216144538,7.085761169247394,0.23669406732827286,-0.8092034823570269,7.008539163835008,0.0002616312159340959,3.4445876460466613e-07,3,0.3,0.0506234996943545,0.07714118099337064,0.02407679709302631,0.2214395102286127,0.010702761637588012,-0.4228787149520911,33.5778376146984,-72.09644169757235,42.0575502395963,-0.42546280533086483,-1.1351031470821469,0.002132392203644111,3.8779456477553653,68.43065693430657,876.8,166.66986663594724,0.19008880775085224,38.085456395175534,2.1462663481728446,0.0,1.6428927083874396e-06,0.0032610472365516385,-0.0142680518483895,0.0109017306144159,-0.3186127138245132,0.511157090167393,0.00326039537579201,0.0025675713355357717,0.025675713355357718,8.71279029247661,0.4768,59.08203125,59.39485683996307,1.0502080891800046e-05,8.270629227324545e-06,2.1055947032988224e-06,0.25458700244261323,-0.25671587234276255,2.1374815102523215,-2.819129089112531,4.798924900720434,0.8030497809792645,-0.5793409742195212,-0.0003333270914844565,11.801730920535011,5.0840000000000005,0.0,0.0,2883782.78109959,4046418.995336109,0.48828125,35.728280000000005,0.012269619297072437,35.709999999999994,35.75000000000001,-1.1322656531589157e-05,0.04000000000001336,-0.03999999999999915,-0.35734207113733824,24.44860003163771
18,5,50.0,59.996,5.3208,22.0,0.0,22.0,20.0,0.00018959036022373165,0.07026623735560152,-0.1255231063455978,0.585644064509086,4.151046174137255,23.35432708306309,87.09245198749441,688.9230769230769,235.96131799458908,292.0844626701895,596.0,75.0,0.566357912441836,0.005605438022215422,0.5577164044821953,0.5762126055485486,0.015492088285726003,-1.152083560130057,0.5705073166078802,0.00022852857429392581,-2.8878768963860695e-07,3,0.3,0.0036552676884528492,0.005248929746910047,0.0014373925895856188,0.00725590678353132,2.592246406886868e-05,6.921895093778446,0.06738382709582882,6.823021961382742,7.051275906330194,0.13415892317952618,-1.2668490841082825,6.997009373657049,0.005865405545176522,-7.321985248380339e-06,0,0.0,0.0,0.0,0.007502910539765875,0.021971892713876978,0.0006113303543526125,-0.5691016968084177,31.258439455369416,-65.21091709982775,37.80480568884423,-0.466658830315974,-1.1093302476832596,-0.00022273803985110703,3.778060027633695,65.27415143603133,919.2,116.06588167454245,0.12626836561634297,34.73953636637938,2.9624662000531083,0.0,-2.2101299652383623e-06,0.0032251901509932133,-0.0143791425418824,0.010411153326807,-0.43385813659685263,0.7610894031035804,0.003224545805866939,0.0025240631555291477,0.02524063155529148,8.4835774543574,0.4708,56.640625,57.899708922070374,9.923380848000031e-06,7.65073928840892e-06,2.0743193173478975e-06,0.27112665053043283,-0.07664159893726391,3.4004494571385133,-5.309188076342784,7.132501662850514,0.4200493476370937,-0.9790283827791688,-0.0014868333593399826,11.700468018720748,5.128,0.0,0.0,5982158.033940218,7438289.769141899,0.48828125,35.715132000000004,0.013294749962972596,35.68999999999999,35.730000000000004,-8.550594648069644e-06,0.04000000000001336,-0.020000000000003126,0.9282190011694784,21.818300551463082
18,6,60.0,69.996,0.0,0.0,0.0,0.0,0.0,3.191723486002096e-05,0.07720357360181185,-0.1238361438307541,0.5851949887349178,4.057865877981506,21.16216235299423,72.36842105263158,829.0909090909091,25.303970223878093,24.42949037536395,84.0,0.0,0.5519830717749185,0.004488688724588867,0.5437035093809248,0.5594146651920718,-0.27616209993527513,-0.9507324573433587,0.5557683461216265,0.0002589912001277407,-3.2442548139575186e-07,4,0.4,0.002104217848293538,0.0031363487081905728,0.0007807912333307653,0.0037455225418168763,7.499730989548863e-06,6.731712555981116,0.04853244414128446,6.637296680102089,6.82298870990256,0.2854031278004044,-0.678929965874778,6.781305376468062,0.0043666016815070985,-5.453513120105762e-06,0,0.0,0.0,0.0,0.00878699627156727,0.03756361434092454,0.0009133617630939179,0.6158981323888117,32.4583222889985,-69.47129459624672,42.19737009165483,-0.5055195060709636,-1.090610864121243,-9.941410239992496e-05,3.9051167287967985,72.68722466960352,825.4545454545455,88.76526757281097,0.10753501578203972,36.52492517583254,3.360989699082966,0.0,6.433058659990713e-08,0.003468314449318254,-0.0150244413809281,0.0103353013140242,-0.47842158602256657,0.9908698918971415,0.003467620717644949,0.002652268723012483,0.026522687230124832,9.043325775770398,0.4648,56.640625,57.491603989274154,1.1784244905123026e-05,9.33459369515541e-06,2.292411540047508e-06,0.24558235900907546,0.706547221291814,2.0996930022312497,-1.9299684543624784,5.9062028173894365,0.8673720572897424,-0.34522755499017066,0.0006130271640965425,10.964912280701755,5.4719999999999995,0.0,0.0,3279969.8975833817,4608831.796200518,0.48828125,35.693976,0.011715858047661792,35.67,35.71000000000001,-1.2379340220660509e-05,0.04000000000000625,0.0,0.88803468854629,0.31880361697194814
18,7,70.0,79.996,0.0,0.0,0.0,0.0,0.0,4.418496572881363e-05,0.0711909027926421,-0.1215950950694503,0.5589060089796353,4.113962597763517,22.7745182536872,65.84723441615452,911.2,34.911952744646705,35.35219622283427,120.0,11.11111111111111,0.5393285298388213,0.004042332865063349,0.5317833423366207,0.5465257624920212,-0.24807096033202108,-1.0174167483759289,0.5430776292950336,0.00030720953986450636,-3.830857938233833e-07,3,0.3,0.0011866530558333939,0.002685538182201741,0.0005696081883726495,0.001901849234261685,3.60683365824391e-06,6.525753537841851,0.06849603018680381,6.412392578305214,6.63720801402093,0.049869338754985816,-1.2616952200560085,6.594262820277213,0.004762296158207105,-5.961895347736778e-06,0,0.0,0.0,0.0,0.008453687638127585,0.039816396543195215,0.0008733847159972325,-0.2898682915228872,38.64361255915539,-79.91405851006792,50.90430959182844,-0.39334979265931075,-1.1562798577208155,0.0006731432414460375,3.858837248311104,66.28369421122403,905.2,108.68179853744293,0.12006385167636205,44.0405144209817,4.549167649739548,0.0,4.7457772748756806e-07,0.0032809539320145117,-0.0145854125564276,0.0128210356028018,-0.40687496223445757,0.9433720369405783,0.0032802977099257173,0.0025372810039114516,0.025372810039114516,8.50736415506697,0.4568,58.59375,58.69411490032878,1.0825749543231319e-05,8.513804613386404e-06,2.115087047902207e-06,0.24843030160412874,-0.3370234615222965,2.7434223371993673,-4.052513862303417,5.8171413211426,0.6710502906774076,-0.5949498386270036,0.0014587352705620017,11.627906976744185,5.16,0.0,0.0,259453.78397564383,313013.21852085105,0.48828125,35.686908,0.014941700632214705,35.64999999999999,35.71000000000001,1.1325819412166384e-05,0.060000000000016485,0.020000000000003126,0.8720321732633706,0.43645979506950994
18,8,80.0,89.996,5.2914,14.0,0.0,14.0,13.0,-6.654767641555494e-05,0.07259451242306404,-0.1223555542489684,0.5596904533633995,4.064798928330702,21.530652134458435,87.09245198749441,688.9230769230769,242.38896479916377,292.2784060902664,624.0,58.333333333333336,0.5259500759203994,0.004171711190231392,0.5156992070381806,0.5343191448484069,-0.11900117563737661,-0.7784455725621866,0.5303466412667147,0.0004173937028334302,-5.196688801693901e-07,1,0.1,0.0014516989365115363,0.0014516989365115363,0.00047084857820915574,0.0015006422867953387,2.4430158201194392e-06,6.360319354520215,0.023886629921854984,6.307672682704347,6.412327867605288,-0.18390540036813607,0.16311332948053003,6.383295315501051,0.002675610302201011,-3.3316673031068976e-06,0,0.0,0.0,0.0,0.004553263829475369,0.015103985852265668,0.00023018512469953094,-0.8024012637648306,39.58651176076405,-79.12480086320075,52.1805516015052,-0.37360488531969344,-1.2207025745382218,-0.001892739524527513,3.754197055332573,67.75067750677506,885.6,108.99459721574378,0.12307429676574501,44.95324409415676,4.781682249260701,0.0,-2.4372567958486426e-08,0.0033449972966545006,-0.0157438346783677,0.0115118886466225,-0.5285156749555481,0.9989489143663279,0.0033443282303706507,0.0025844687698343876,0.025844687698343874,8.621221254898966,0.4468,57.12890625,57.620229213383524,1.1523660076418555e-05,9.214042376281099e-06,2.093217529722778e-06,0.22717689416223702,-0.028007254921246023,2.555364311418754,-3.469887425527997,5.508933396779446,0.6481528746251989,-0.5346366924642969,0.0010309911736032973,10.504201680672267,5.712000000000001,0.0,0.0,811666.8582616907,1146392.7391953114,0.48828125,35.699188,0.012653167692169454,35.669999999999995,35.71000000000001,7.274147723902026e-06,0.04000000000001336,-0.020000000000010232,0.7058961480918947,19.34177448071935
18,9,90.0,99.996,0.0,0.0,0.0,0.0,0.0,0.0006539916819703755,0.07558456104297599,-0.13101368950569,0.5737546240060794,3.8682450567765323,19.650128836210076,86.38420403126285,694.5714285714286,240.0543894414553,284.5152422576391,556.0,53.84615384615385,0.5134882551234398,0.004315592955615089,0.5056245337989761,0.5210026361402015,-0.016669684203746617,-0.9057065918558567,0.5154193679305752,3.667977574023528e-05,-4.863101630787552e-08,2,0.2,0.004720608856210229,0.005529888048974141,0.0017135689279151457,0.009904627404507054,3.9162382598372955e-05,6.189374482151866,0.06749548898223934,6.08967673312649,6.307670992356825,0.20437243009994996,-1.174423177405496,6.260015405479921,0.0052066273443737085,-6.513678618862e-06,1,0.1,0.03448439645695078,0.03448439645695078,0.009669372063753576,0.04022159477576282,0.0010969206255241218,1.239530879953086,35.86649607598519,-77.16817386412367,72.45538093470724,-0.42949093991003895,-0.9519504802875298,-0.0008974575511799876,4.810197128665161,66.93711967545639,896.3636363636364,85.06852852526923,0.09490403790851537,43.70971306401822,11.198801425517946,0.0,2.144402344080962e-06,0.003317532516384791,-0.0147740904327636,0.0120576878728191,-0.3383757999955352,0.9270368371449904,0.0033168696367106305,0.0025392297359714162,0.025392297359714162,8.632320712284317,0.4692,58.59375,58.23100079773464,1.0536425472355682e-05,8.357598004027309e-06,1.9635340234292053e-06,0.2349399938215537,-0.23078034665194014,2.705458691069353,-6.078711288637896,5.000562712468563,0.07269623712509529,-0.8470301744244417,0.0004338541973049692,11.600928074245939,5.172000000000001,0.0,0.0,5020395.786833627,7003369.603319925,0.48828125,35.703967999999996,0.019485022268628013,35.669999999999995,35.730000000000004,1.1197398271616973e-05,0.06000000000000938,-7.105427357601002e-15,0.8262686512411758,19.447084355806467
